sample_id,region,province_soil_name,soil_texture_class,climate_type,season,elevation_m,temp_c,rainfall_mm,nitrogen_pct,phosphorus_ppm,potassium_cmol,soil_ph,organic_matter_pct,moisture_pct,cation_exchange_capacity,base_saturation_pct,soil_depth_cm,bulk_density_gcc,drainage_class,near_water_body,slope_pct,farm_history,previous_crop,best_crop,top3_crops,suitability_spread,score_Palay (Rice),score_Mais (Corn),score_Cassava,score_Camote,score_Saging (Banana),score_Tubo (Sugarcane),score_Niyog (Coconut),score_Kape (Coffee),score_Kakaw (Cacao),score_Abaka (Abaca),score_Luya (Ginger),score_Langka (Jackfruit),score_Pechay,score_Sitaw (String Beans),score_Ampalaya,score_Malunggay (Moringa),score_Talong (Eggplant),score_Kamatis (Tomato),score_Sibuyas (Onion),score_Bawang (Garlic),score_Pinya (Pineapple),score_Mangga (Mango),score_Durian,score_Repolyo (Cabbage),score_Strawberry
SOIL001150,Central Luzon,Pampanga Clay,Clay,Type I,Dry Season,160.1,30.7,51.9,0.21,12.71,1.155,6.0,0.94,21.9,20.9,90.3,75.0,1.04,Somewhat Poorly Drained,0,21.3,Monocrop,Vegetable,Malunggay (Moringa),Malunggay (Moringa)|Tubo (Sugarcane)|Kamatis (Tomato),38.2,68.3,72.6,70.1,70.1,70.4,76.9,71.6,40.1,48.4,46.5,44.4,72.8,65.4,69.7,73.9,78.3,73.5,76.8,72.2,69.1,70.6,73.7,50.4,62.8,61.9
SOIL007255,Zamboanga Peninsula,Sibugay Clay,Clay,Type IV,Transition,317.0,26.5,267.6,0.225,5.74,2.623,6.7,1.81,47.2,16.1,53.7,,1.18,Moderately Well Drained,0,0.4,Virgin Land,None,Palay (Rice),Palay (Rice)|Abaka (Abaca)|Malunggay (Moringa),43.3,98.2,88.1,92.5,89.9,88.2,79.4,88.9,86.4,90.0,95.3,85.9,91.2,86.4,87.6,91.2,93.9,86.5,76.5,60.1,57.8,82.5,90.4,84.5,65.5,54.9
SOIL002131,Central Visayas,Cebu Clay Loam,Clay Loam,Type III,Transition,293.3,29.8,318.3,0.185,43.86,1.493,6.1,2.46,42.2,9.4,91.0,75.0,1.3,Moderately Well Drained,0,1.9,Orchard,Unknown,Palay (Rice),Palay (Rice)|Mais (Corn)|Saging (Banana),46.3,100.0,100.0,90.5,88.8,100.0,80.3,97.4,97.2,100.0,95.3,98.4,100.0,86.2,79.1,93.3,96.4,96.9,86.6,55.2,53.7,86.7,100.0,99.0,79.3,64.9
SOIL002621,Zamboanga Peninsula,Zamboanga Clay Loam,Clay Loam,Type IV,Dry Season,30.1,30.3,174.6,0.206,5.58,1.868,6.2,2.21,30.8,22.3,56.4,75.0,1.33,Well Drained,1,3.9,Orchard,Unknown,Niyog (Coconut),Niyog (Coconut)|Langka (Jackfruit)|Saging (Banana),26.9,73.1,98.1,88.7,86.8,99.7,97.3,100.0,76.5,82.1,74.8,79.8,100.0,96.9,90.6,98.8,98.5,98.6,99.2,84.6,77.4,88.5,98.6,75.0,82.8,78.2
SOIL003193,CAR,Benguet Sandy Loam,Sandy Loam,Type III,Dry Season,1607.8,16.9,350.7,0.214,4.32,3.392,5.5,3.17,27.1,20.7,21.6,75.0,1.51,Well Drained,0,4.8,Orchard,Unknown,Mais (Corn),Mais (Corn)|Camote|Niyog (Coconut),46.0,49.8,95.8,83.8,93.1,87.1,78.9,91.2,76.6,74.5,72.6,69.8,87.3,87.5,75.7,69.3,82.1,86.7,77.4,76.8,79.1,84.2,86.7,74.3,78.2,89.4
SOIL003121,Davao Region,Davao Clay Loam,Clay Loam,Type IV,Wet Season,681.2,22.8,193.9,0.173,,1.873,5.2,2.14,56.4,21.6,51.6,75.0,1.11,Well Drained,1,16.0,Orchard,Corn,Langka (Jackfruit),Langka (Jackfruit)|Abaka (Abaca)|Kakaw (Cacao),48.1,89.8,93.6,67.6,73.0,88.7,93.5,94.5,97.2,98.6,99.6,92.6,99.7,75.2,56.2,64.5,94.5,75.9,65.0,56.0,51.6,92.6,77.5,95.2,65.7,62.0
SOIL003518,CALABARZON,Lipa Clay Loam,Clay Loam,Type III,Dry Season,176.9,30.9,234.1,0.158,2.93,3.296,6.2,2.16,20.2,9.8,92.2,120.0,1.45,Well Drained,0,2.6,Rotation,None,Tubo (Sugarcane),Tubo (Sugarcane)|Niyog (Coconut)|Malunggay (Moringa),37.3,62.7,95.1,84.8,88.4,94.2,100.0,98.9,68.9,80.1,77.8,70.3,97.1,92.8,88.2,97.0,97.2,95.6,93.5,72.7,65.4,89.5,96.5,83.1,76.6,71.8
SOIL004766,Eastern Visayas,Leyte Clay,Clay,Type II,Dry Season,205.5,31.1,150.6,0.195,,4.487,6.0,1.55,40.0,21.1,86.8,90.0,1.06,Poorly Drained,0,8.3,Virgin Land,Rice,Tubo (Sugarcane),Tubo (Sugarcane)|Saging (Banana)|Sitaw (String Beans),40.9,70.7,75.3,75.6,72.4,80.6,88.0,77.2,47.2,57.3,47.1,51.8,70.0,70.0,78.7,76.5,72.9,76.9,76.4,69.5,63.9,74.1,74.1,53.9,69.2,66.0
SOIL000847,CALABARZON,Lipa Clay Loam,Clay Loam,Type III,Wet Season,173.0,31.7,314.5,0.191,6.73,1.655,6.3,1.13,66.6,19.5,79.0,45.0,1.37,Moderately Well Drained,1,4.1,Virgin Land,Unknown,Langka (Jackfruit),Langka (Jackfruit)|Palay (Rice)|Durian,54.6,97.2,94.1,69.0,60.5,94.9,89.4,92.9,88.5,92.5,89.4,89.6,97.8,57.6,54.3,75.7,93.2,73.5,56.4,47.5,43.2,81.0,79.3,96.1,52.6,43.4
SOIL005633,Davao Region,Davao Clay Loam,Clay Loam,Type IV,Dry Season,194.5,26.6,146.0,0.026,40.26,1.699,5.5,0.83,28.0,20.3,62.6,120.0,1.23,Well Drained,0,4.2,Fallow,Coconut,Malunggay (Moringa),Malunggay (Moringa)|Talong (Eggplant)|Mais (Corn),45.0,51.1,89.5,79.6,81.6,85.0,84.2,88.0,70.1,72.0,67.2,68.7,87.9,84.5,71.3,73.7,96.1,90.1,78.0,68.6,67.0,82.5,87.3,64.9,68.2,64.3
SOIL006845,Zamboanga Peninsula,Basilan Sandy Loam,Sandy Loam,Type IV,Dry Season,282.6,27.2,179.2,0.149,17.16,1.528,6.9,1.38,21.4,29.5,34.2,75.0,1.35,Somewhat Poorly Drained,0,2.8,Fallow,None,Niyog (Coconut),Niyog (Coconut)|Langka (Jackfruit)|Pechay,32.6,71.5,89.0,83.3,86.7,88.5,78.1,91.9,63.5,68.5,67.4,67.7,90.4,89.3,85.4,87.9,88.2,86.3,88.4,88.1,78.5,81.0,85.0,59.3,79.5,60.0
SOIL002281,Central Luzon,Candaba Muck,Muck,Type I,Dry Season,273.3,27.0,46.5,0.265,10.8,1.802,5.9,3.05,19.2,15.6,42.9,45.0,1.09,Somewhat Poorly Drained,1,15.4,Orchard,Coconut,Malunggay (Moringa),Malunggay (Moringa)|Bawang (Garlic)|Mais (Corn),33.7,74.3,84.9,77.1,71.4,76.1,73.3,83.0,59.1,59.8,52.6,52.4,78.6,83.2,80.6,78.4,86.1,82.6,81.7,81.8,85.2,79.7,84.7,52.6,67.7,69.3
SOIL003248,Eastern Visayas,Biliran Clay Loam,Clay Loam,Type II,Wet Season,54.6,27.1,368.7,0.309,11.65,2.863,5.2,2.45,38.4,13.3,38.2,120.0,1.48,Well Drained,0,3.1,Monocrop,Vegetable,Kakaw (Cacao),Kakaw (Cacao)|Abaka (Abaca)|Langka (Jackfruit),58.1,89.1,98.9,60.8,52.3,96.7,96.3,98.1,98.1,100.0,100.0,93.0,100.0,67.8,45.5,54.7,86.9,69.2,54.7,44.1,46.1,84.0,79.3,100.0,44.2,41.9
SOIL002585,SOCCSKSARGEN,Sarangani Sandy Loam,Sandy Loam,Type IV,Dry Season,105.3,29.5,188.9,0.168,28.72,1.573,6.9,2.04,19.7,15.8,62.4,30.0,1.4,Poorly Drained,0,6.8,Orchard,None,Ampalaya,Ampalaya|Kamatis (Tomato)|Camote,33.5,71.0,95.1,93.7,95.9,95.9,84.5,89.9,65.1,75.3,71.4,73.3,94.0,88.7,88.8,96.3,90.5,93.2,96.3,84.8,78.3,85.9,94.9,65.9,80.4,62.8
SOIL007395,Western Visayas,Iloilo Clay,Clay,Type I,Dry Season,33.6,27.5,22.1,0.208,28.23,3.819,4.9,2.03,14.8,15.6,51.3,60.0,1.26,Moderately Well Drained,0,0.3,Monocrop,Coconut,Niyog (Coconut),Niyog (Coconut)|Camote|Malunggay (Moringa),39.9,61.3,69.9,70.5,80.1,69.2,78.9,80.9,52.6,59.0,51.6,41.0,73.9,72.0,65.5,70.1,80.1,70.7,67.0,67.5,66.5,78.0,75.4,52.2,57.3,56.4
SOIL004453,CALABARZON,Antipolo Clay,Clay,Type III,Wet Season,278.1,30.5,354.8,0.229,18.93,1.466,5.8,1.75,78.1,20.5,60.1,60.0,1.27,Moderately Well Drained,0,25.2,Monocrop,Unknown,Palay (Rice),Palay (Rice)|Tubo (Sugarcane)|Kakaw (Cacao),56.4,99.7,89.2,70.3,66.4,90.6,97.6,91.4,82.6,93.2,86.4,88.2,89.1,57.9,55.7,54.1,84.2,63.9,53.1,50.2,43.3,88.9,73.0,87.7,44.4,49.9
SOIL006277,Bicol Region,Camarines Sandy Loam,Sandy Loam,Type II,Wet Season,244.5,26.4,445.6,0.215,,1.893,6.5,1.9,62.5,19.2,,120.0,1.3,Well Drained,1,5.1,Orchard,Unknown,Niyog (Coconut),Niyog (Coconut)|Abaka (Abaca)|Durian,44.3,78.1,96.2,74.5,69.7,97.3,85.6,100.0,85.5,95.8,100.0,90.7,90.8,70.9,70.0,71.4,88.7,69.5,68.1,68.9,70.0,86.7,75.2,100.0,55.7,59.0
SOIL006280,Davao Region,Compostela Sandy Loam,Sandy Loam,Type IV,Wet Season,490.6,23.4,165.7,0.312,3.26,2.642,5.9,2.62,65.7,21.7,61.1,45.0,1.45,Moderately Well Drained,0,4.2,Orchard,None,Mais (Corn),Mais (Corn)|Kape (Coffee)|Pinya (Pineapple),32.1,84.3,100.0,72.9,67.9,93.6,86.8,98.0,99.4,95.2,91.8,94.0,93.9,79.8,76.2,76.0,86.9,80.9,78.0,76.2,75.8,98.1,77.8,93.4,72.3,78.0
SOIL004492,CALABARZON,Los Banos Clay Loam,Clay Loam,Type III,Wet Season,32.2,29.0,283.5,0.26,18.81,1.17,5.2,2.06,72.9,8.2,88.8,60.0,1.39,Well Drained,0,14.4,Rotation,Coconut,Abaka (Abaca),Abaka (Abaca)|Langka (Jackfruit)|Durian,63.6,92.0,97.7,71.2,67.8,93.6,91.8,99.1,98.9,99.7,100.0,92.1,100.0,69.8,54.5,65.1,98.9,75.1,59.4,40.4,38.0,88.8,85.5,100.0,40.2,36.4
SOIL005921,Central Visayas,Bohol Sandy Loam,Sandy Loam,Type III,Dry Season,382.6,24.5,321.1,0.125,13.0,2.129,6.1,1.37,13.7,22.7,59.5,60.0,1.06,Well Drained,0,4.5,Virgin Land,Vegetable,Camote,Camote|Langka (Jackfruit)|Mais (Corn),38.0,57.3,94.7,92.2,95.3,93.2,82.4,92.1,76.3,79.1,74.9,74.5,95.1,85.4,82.6,87.1,90.1,89.3,79.0,87.5,84.6,94.1,94.6,77.9,76.3,72.4
SOIL000458,Caraga,Bislig Clay,Clay,Type II,Dry Season,395.5,25.5,99.2,0.286,9.53,1.171,6.4,2.81,21.9,29.5,95.3,60.0,1.27,Poorly Drained,0,8.5,Monocrop,Corn,Tubo (Sugarcane),Tubo (Sugarcane)|Bawang (Garlic)|Ampalaya,33.7,75.6,81.1,76.6,72.8,77.3,87.1,80.5,56.2,62.8,54.1,55.3,80.3,81.9,80.8,84.2,81.1,81.0,82.7,78.8,84.6,80.5,82.0,53.4,70.0,72.0
SOIL002612,Cagayan Valley,Tuguegarao Clay Loam,Clay Loam,Type III,Dry Season,299.4,27.0,345.1,0.293,9.64,4.14,6.4,3.02,32.3,11.0,42.4,45.0,1.29,Moderately Well Drained,0,0.8,Virgin Land,Unknown,Saging (Banana),Saging (Banana)|Tubo (Sugarcane)|Niyog (Coconut),37.0,75.3,95.6,74.2,70.1,100.0,100.0,97.9,78.3,83.0,71.8,76.3,93.6,85.5,78.8,89.6,85.4,96.3,88.0,74.4,76.3,81.2,92.2,83.8,79.5,63.0
SOIL001965,Western Visayas,Bacolod Clay Loam,Clay Loam,Type I,Dry Season,172.5,28.0,64.0,0.092,7.25,1.118,5.9,0.57,15.0,14.7,96.8,75.0,1.06,Somewhat Poorly Drained,1,1.5,Monocrop,Unknown,Malunggay (Moringa),Malunggay (Moringa)|Mais (Corn)|Langka (Jackfruit),34.9,61.5,85.0,73.3,75.8,78.7,75.2,83.0,58.5,55.8,58.9,60.1,84.2,79.7,72.1,81.1,89.1,79.5,81.9,73.1,73.1,74.5,84.0,54.2,68.1,64.3
SOIL006343,Ilocos Region,Pablo Clay,Clay,Type I,Wet Season,304.2,29.2,254.7,0.285,6.41,0.691,5.6,2.91,61.0,14.9,86.1,60.0,0.96,Well Drained,0,9.4,Virgin Land,Unknown,Tubo (Sugarcane),Tubo (Sugarcane)|Langka (Jackfruit)|Kape (Coffee),55.2,90.9,89.4,66.8,62.7,88.8,98.2,90.7,91.2,86.2,89.5,89.0,92.6,69.3,63.4,58.6,86.8,69.2,53.0,46.6,43.0,90.9,74.3,90.4,43.3,48.0
SOIL002500,CALABARZON,Antipolo Clay,Clay,Type III,Wet Season,276.8,30.9,335.4,0.086,8.66,1.569,6.8,1.2,58.6,14.6,59.7,90.0,1.34,Poorly Drained,0,8.0,Orchard,Vegetable,Palay (Rice),Palay (Rice)|Tubo (Sugarcane)|Langka (Jackfruit),69.0,92.4,79.6,63.4,52.0,71.3,80.1,78.4,61.8,75.6,76.1,72.9,79.8,40.2,47.4,52.5,73.8,49.3,44.8,41.8,36.2,66.5,59.2,69.4,31.5,23.4
SOIL000254,Northern Mindanao,Misamis Sandy Loam,Sandy Loam,Type IV,Wet Season,739.3,24.4,160.7,0.136,5.96,5.0,5.7,1.31,60.9,12.0,100.0,45.0,1.25,Moderately Well Drained,1,4.7,Fallow,None,Pinya (Pineapple),Pinya (Pineapple)|Langka (Jackfruit)|Saging (Banana),31.4,67.7,84.3,64.7,70.7,87.0,78.6,82.7,83.5,82.2,83.8,84.4,87.2,64.7,61.0,56.4,83.5,71.8,64.5,58.4,63.8,87.8,66.7,81.6,58.2,64.5
SOIL002785,Eastern Visayas,Biliran Clay Loam,Clay Loam,Type II,Wet Season,355.3,27.7,288.9,0.31,8.29,1.956,6.4,3.16,88.0,,76.3,60.0,1.2,Somewhat Poorly Drained,0,2.4,Fallow,Vegetable,Palay (Rice),Palay (Rice)|Luya (Ginger)|Abaka (Abaca),60.2,99.5,93.8,61.5,56.9,96.2,95.7,94.9,93.2,95.0,97.4,98.2,94.8,72.4,60.8,78.9,86.1,72.7,68.0,55.6,49.8,83.6,76.0,94.0,55.3,39.3
SOIL005793,Davao Region,Compostela Sandy Loam,Sandy Loam,Type IV,Wet Season,433.1,31.4,220.8,0.11,17.73,3.406,5.6,,79.2,20.8,87.9,30.0,1.16,Poorly Drained,0,4.0,Monocrop,Vegetable,Niyog (Coconut),Niyog (Coconut)|Durian|Kakaw (Cacao),50.9,84.7,90.6,67.5,71.2,89.8,80.3,96.3,77.5,91.7,83.7,86.4,91.0,66.4,67.5,62.4,90.8,73.8,64.6,53.3,45.4,91.6,72.8,92.6,47.6,59.0
SOIL004321,CALABARZON,Los Banos Clay Loam,Clay Loam,Type III,Wet Season,289.4,26.6,119.8,0.1,13.51,2.138,6.1,1.15,79.4,15.4,54.8,90.0,1.01,Moderately Well Drained,0,1.7,Monocrop,Corn,Malunggay (Moringa),Malunggay (Moringa)|Mais (Corn)|Langka (Jackfruit),42.8,86.5,95.5,66.5,65.5,90.7,87.2,93.9,93.6,83.7,87.5,88.8,95.0,74.7,66.5,74.6,97.7,73.3,73.2,62.2,66.1,87.6,75.8,89.7,63.3,54.9
SOIL001860,Western Visayas,Capiz Sandy Loam,Sandy Loam,Type I,Dry Season,31.9,27.6,40.3,0.125,14.63,1.438,5.1,1.29,63.4,31.0,71.9,120.0,1.39,Excessively Drained,0,7.4,Virgin Land,Unknown,Malunggay (Moringa),Malunggay (Moringa)|Cassava|Niyog (Coconut),46.8,50.1,74.7,90.2,81.6,68.7,60.7,90.2,58.0,56.6,55.4,46.9,77.7,73.7,67.3,68.7,93.7,79.0,68.9,70.4,69.3,87.3,83.3,60.0,52.6,57.2
SOIL002913,Ilocos Region,Aparri Sandy Loam,Sandy Loam,Type I,Dry Season,181.6,34.5,26.0,0.274,4.54,0.795,6.7,2.22,35.6,9.4,,60.0,1.07,Well Drained,0,2.1,Monocrop,Vegetable,Mangga (Mango),Mangga (Mango)|Niyog (Coconut)|Langka (Jackfruit),45.5,51.5,93.5,84.8,73.3,89.7,79.7,96.1,51.5,61.9,56.7,57.3,95.7,79.7,85.0,90.2,93.9,91.2,83.3,81.7,82.0,79.8,97.0,57.0,81.1,75.2
SOIL004913,Northern Mindanao,Bukidnon Clay Loam,Clay Loam,Type IV,Dry Season,833.4,23.4,273.0,0.216,11.96,3.44,5.3,3.64,23.7,19.8,63.6,60.0,1.54,Well Drained,0,6.2,Monocrop,Coconut,Talong (Eggplant),Talong (Eggplant)|Pechay|Langka (Jackfruit),34.0,66.0,95.8,84.5,92.9,93.6,97.6,94.3,81.8,86.3,81.2,78.5,98.4,98.7,73.6,90.6,96.7,100.0,77.2,66.5,69.0,93.7,97.9,82.0,73.6,71.1
SOIL005263,Western Visayas,Capiz Sandy Loam,Sandy Loam,Type I,Wet Season,8.2,24.9,185.9,0.14,6.35,1.16,5.3,1.86,47.7,13.5,78.2,75.0,1.39,Well Drained,1,9.7,Fallow,Vegetable,Kape (Coffee),Kape (Coffee)|Kakaw (Cacao)|Abaka (Abaca),45.6,78.9,93.9,84.7,82.5,93.5,85.5,98.3,100.0,100.0,100.0,97.4,100.0,76.0,67.6,67.2,99.6,77.1,64.1,67.1,60.3,100.0,77.8,100.0,54.4,67.0
SOIL007626,Ilocos Region,Luisiana Clay Loam,Clay Loam,Type I,Dry Season,283.9,28.7,43.2,0.12,5.97,2.608,5.8,0.92,19.2,,73.2,60.0,1.7,Moderately Well Drained,1,5.1,Orchard,Unknown,Mais (Corn),Mais (Corn)|Malunggay (Moringa)|Mangga (Mango),31.9,65.9,94.5,80.5,81.5,83.6,80.0,88.8,64.4,64.5,64.7,62.6,88.4,88.3,76.7,83.1,94.4,88.8,87.6,77.0,75.6,76.8,89.9,65.3,71.2,69.8
SOIL006588,SOCCSKSARGEN,South Cotabato Loam,Loam,Type IV,Dry Season,321.4,30.4,243.9,0.272,,1.09,6.0,2.88,14.3,18.2,50.9,150.0,1.38,Moderately Well Drained,0,4.3,Monocrop,None,Niyog (Coconut),Niyog (Coconut)|Langka (Jackfruit)|Saging (Banana),26.0,84.0,99.3,96.1,93.9,99.6,98.5,100.0,74.0,83.4,80.0,81.9,100.0,95.9,97.6,98.7,97.5,98.6,96.8,85.5,80.6,99.5,96.2,83.3,77.9,78.8
SOIL000058,Central Luzon,Bulacan Clay Loam,Clay Loam,Type I,Transition,29.9,27.3,49.7,0.391,10.96,1.344,6.5,3.9,39.3,20.6,91.3,60.0,1.22,Well Drained,0,12.2,Fallow,Coconut,Saging (Banana),Saging (Banana)|Pechay|Talong (Eggplant),31.0,79.4,99.2,78.8,78.2,100.0,75.7,88.2,86.2,93.1,83.6,88.2,91.7,100.0,78.2,98.0,92.3,100.0,98.7,75.2,69.0,84.1,89.1,92.8,87.8,75.9
SOIL003053,Central Visayas,Bohol Sandy Loam,Sandy Loam,Type III,Wet Season,95.2,26.5,283.8,0.282,5.26,2.748,5.4,3.38,46.1,13.9,99.9,120.0,1.42,Well Drained,1,0.6,Monocrop,Vegetable,Mais (Corn),Mais (Corn)|Saging (Banana)|Niyog (Coconut),51.9,79.1,100.0,79.3,77.2,100.0,89.4,100.0,100.0,100.0,100.0,100.0,100.0,84.7,65.5,71.4,94.2,80.2,59.5,58.2,59.0,100.0,85.3,99.2,48.1,58.3
SOIL003526,CALABARZON,Lipa Clay Loam,Clay Loam,Type III,Dry Season,26.0,27.1,219.6,0.099,6.2,1.821,5.7,1.01,33.0,4.7,80.4,60.0,1.04,Well Drained,0,1.4,Monocrop,Unknown,Malunggay (Moringa),Malunggay (Moringa)|Niyog (Coconut)|Mais (Corn),36.8,62.1,95.0,83.8,86.2,89.2,93.6,97.1,78.5,71.7,77.5,72.5,94.8,91.8,79.1,89.3,98.5,93.0,85.1,71.9,61.7,85.6,94.3,74.3,71.7,68.1
SOIL007887,Western Visayas,Iloilo Clay,Clay,Type I,Transition,212.9,30.0,53.6,0.032,,0.583,5.5,0.5,35.4,19.6,44.2,120.0,1.22,Excessively Drained,0,3.1,Rotation,Rice,Malunggay (Moringa),Malunggay (Moringa)|Cassava|Pinya (Pineapple),47.0,69.8,69.1,78.9,69.6,64.1,52.9,72.0,49.4,61.0,62.1,60.4,64.5,65.1,54.8,50.2,80.9,68.2,60.8,36.9,33.9,77.9,69.2,58.9,46.2,57.6
SOIL005302,Central Visayas,Bohol Sandy Loam,Sandy Loam,Type III,Wet Season,15.6,28.7,388.8,0.262,10.79,3.158,5.4,2.84,76.4,11.5,59.7,30.0,1.3,Well Drained,0,3.1,Orchard,Rice,Langka (Jackfruit),Langka (Jackfruit)|Niyog (Coconut)|Kakaw (Cacao),53.9,76.2,95.3,70.6,63.6,96.5,89.4,99.9,94.6,99.7,97.7,99.1,100.0,68.2,54.6,53.2,90.5,68.1,56.5,53.3,53.4,88.6,79.6,98.3,46.1,57.3
SOIL002452,CAR,Benguet Sandy Loam,Sandy Loam,Type III,Wet Season,2571.6,21.3,235.1,0.313,5.53,2.104,4.6,3.42,87.5,22.0,40.4,75.0,1.09,Well Drained,1,0.5,Rotation,Vegetable,Pinya (Pineapple),Pinya (Pineapple)|Abaka (Abaca)|Kape (Coffee),43.8,78.8,91.2,78.3,63.6,79.4,73.1,93.1,93.2,86.7,95.1,85.1,89.8,70.4,66.9,66.5,85.3,70.6,63.9,57.7,55.3,99.1,72.3,83.2,64.3,60.9
SOIL007389,Davao Region,Tagum Clay,Clay,Type IV,Wet Season,577.4,21.3,169.5,0.28,4.42,1.226,5.1,3.18,95.0,8.1,100.0,75.0,1.1,Somewhat Poorly Drained,1,1.1,Monocrop,Rice,Palay (Rice),Palay (Rice)|Tubo (Sugarcane)|Kape (Coffee),47.4,95.8,78.4,60.2,59.6,70.2,85.1,74.9,83.9,76.1,79.3,71.3,78.9,61.1,52.8,48.4,75.5,60.5,49.4,53.6,49.3,83.8,63.6,73.6,50.8,57.0
SOIL006163,BARMM,Basilan Clay Loam,Clay Loam,Type IV,Dry Season,382.4,25.7,168.5,0.094,2.69,2.778,5.9,0.8,24.0,17.1,69.0,75.0,1.0,Well Drained,0,2.6,Rotation,Corn,Niyog (Coconut),Niyog (Coconut)|Malunggay (Moringa)|Langka (Jackfruit),38.7,60.4,95.3,78.2,84.5,87.3,88.9,99.1,75.7,74.7,70.9,74.7,95.4,87.0,81.6,85.4,96.0,88.6,89.2,81.8,82.7,84.7,91.2,71.0,74.4,73.2
SOIL002652,Ilocos Region,Luisiana Clay Loam,Clay Loam,Type I,Wet Season,361.9,29.3,278.8,0.146,20.44,0.894,5.7,1.59,70.1,,56.8,60.0,0.94,Moderately Well Drained,0,0.2,Virgin Land,Rice,Palay (Rice),Palay (Rice)|Mais (Corn)|Saging (Banana),53.0,100.0,100.0,71.1,70.8,100.0,100.0,98.7,95.0,100.0,97.1,100.0,99.3,80.4,65.9,74.7,100.0,79.4,67.3,49.0,47.5,86.9,84.2,98.6,54.5,47.0
SOIL005051,Cagayan Valley,Tuguegarao Clay Loam,Clay Loam,Type III,Wet Season,151.2,25.8,323.1,0.244,14.26,2.505,6.2,1.89,67.7,13.0,,150.0,1.44,Somewhat Poorly Drained,0,6.5,Rotation,Rice,Palay (Rice),Palay (Rice)|Saging (Banana)|Kakaw (Cacao),60.6,100.0,91.9,63.0,59.2,95.9,88.7,94.2,90.4,94.4,89.2,87.3,90.5,63.4,57.4,70.1,87.3,68.9,60.2,53.1,53.5,75.8,73.4,93.8,54.3,39.4
SOIL005811,Zamboanga Peninsula,Sibugay Clay,Clay,Type IV,Transition,115.5,28.0,256.0,0.207,4.25,1.474,5.1,2.1,63.0,17.4,53.9,120.0,1.17,Somewhat Poorly Drained,0,1.5,Fallow,Vegetable,Palay (Rice),Palay (Rice)|Cassava|Durian,67.0,98.2,76.2,83.0,79.4,72.7,68.2,80.3,79.0,80.7,80.1,67.3,80.3,74.3,66.1,64.6,81.1,72.7,63.9,35.3,31.2,79.4,80.3,82.1,42.9,49.3
SOIL001963,Central Visayas,Bohol Sandy Loam,Sandy Loam,Type III,Dry Season,47.4,27.0,140.9,0.02,13.3,1.377,5.4,0.5,26.5,10.0,71.3,30.0,1.34,Well Drained,0,1.5,Rotation,None,Cassava,Cassava|Pinya (Pineapple)|Mangga (Mango),47.4,45.1,85.6,92.5,89.0,84.0,75.4,87.6,66.5,66.1,62.5,66.7,88.0,85.5,78.5,72.5,88.4,88.2,73.2,75.7,73.7,90.9,90.5,63.9,62.5,72.0
SOIL003048,Zamboanga Peninsula,Basilan Sandy Loam,Sandy Loam,Type IV,Transition,70.1,29.8,182.5,0.179,7.06,0.982,5.9,1.81,53.2,22.2,56.5,60.0,1.59,Moderately Well Drained,0,2.7,Orchard,Unknown,Cassava,Cassava|Camote|Kakaw (Cacao),28.3,88.0,97.4,100.0,100.0,99.2,71.8,99.7,94.2,100.0,99.1,100.0,100.0,97.7,96.9,97.5,100.0,99.1,94.8,76.2,71.7,100.0,100.0,94.5,85.2,87.1
SOIL003008,Western Visayas,Capiz Sandy Loam,Sandy Loam,Type I,Dry Season,222.7,30.9,22.9,0.289,72.89,0.647,6.7,2.51,28.0,33.5,76.7,60.0,1.29,Somewhat Poorly Drained,0,4.7,Monocrop,Coconut,Kamatis (Tomato),Kamatis (Tomato)|Saging (Banana)|Sibuyas (Onion),40.9,61.2,80.4,65.5,67.4,81.8,67.7,73.0,43.9,58.3,48.8,49.1,74.7,78.7,80.5,80.8,71.7,80.9,84.8,81.5,76.3,72.5,78.6,47.1,73.0,64.8
SOIL001562,Bicol Region,Albay Clay Loam,Clay Loam,Type II,Transition,162.5,29.3,103.3,0.078,15.39,0.383,5.9,0.69,39.5,26.7,84.7,45.0,0.91,Excessively Drained,0,1.8,Virgin Land,Coconut,Niyog (Coconut),Niyog (Coconut)|Malunggay (Moringa)|Mangga (Mango),44.5,73.1,84.7,83.2,77.2,76.5,57.4,94.1,75.1,78.3,78.6,83.2,81.6,80.5,73.3,77.8,91.4,83.5,79.5,51.5,49.6,86.3,89.2,74.9,67.9,63.9
SOIL004642,MIMAROPA,Palawan Sandy Loam,Sandy Loam,Type I,Transition,131.8,27.2,24.0,0.169,12.64,1.441,6.2,1.9,36.9,21.0,84.4,75.0,1.19,Well Drained,0,0.7,Fallow,Rice,Malunggay (Moringa),Malunggay (Moringa)|Kamatis (Tomato)|Mangga (Mango),37.0,73.1,94.3,90.5,93.1,88.0,61.5,91.8,88.9,85.1,89.8,89.6,90.1,92.7,85.6,90.2,98.5,92.6,97.2,75.2,80.5,90.1,95.0,91.3,83.5,81.8
